email_id,class_label,secondary_label,is_multi_intent,is_ambiguous,is_spam,language,tone,sender_profile,email_length,noise_level,channel,temperature,top_p,top_k,seed,model_assigned
83a06119-59c,incidencia_apagón,,False,False,False,es,formal,cliente_empresarial,muy_largo,limpio,respuesta_cadena,0.94,0.4,57,86232,deepseek/deepseek-r1-0528-qwen3-8b
aec35248-94f,fraude_energetico,consulta_tarifas_pvpc,True,False,False,es,urgente,jubilado,medio,limpio,app_movil,1.02,0.76,40,61180,google/gemma-4-e4b
27e22e8c-a54,consulta_tarifas_pvpc,,False,False,False,es,formal,abogado,medio,leve,webform,0.88,0.68,62,85699,deepseek/deepseek-r1-0528-qwen3-8b
93e74e86-7ce,factura_error,,False,False,False,en,agresivo,abogado,largo,limpio,reenvio_tercero,0.73,0.6,44,14618,google/gemma-4-e4b
98112cda-557,factura_error,,False,False,False,es,confuso,autónomo,largo,leve,webform,0.72,0.75,37,8092,deepseek/deepseek-r1-0528-qwen3-8b
45799dc7-b85,solicitud_aplazamiento,,False,False,False,es,técnico,cliente_residencial,muy_largo,leve,email_directo,0.81,0.66,30,70612,google/gemma-4-e4b
00ba3c22-9c2,corte_suministro,,False,False,False,es,técnico,jubilado,corto,moderado,respuesta_cadena,0.78,0.53,60,37137,deepseek/deepseek-r1-0528-qwen3-8b
4b44a2e1-8e8,solicitud_cambio_tarifa,,False,False,False,es,agresivo,autónomo,medio,limpio,app_movil,0.81,0.76,36,42536,google/gemma-4-e4b
f8123cda-427,consulta_autoconsumo,,False,False,False,es,desesperado,cliente_residencial,corto,leve,respuesta_cadena,0.74,0.61,50,83280,deepseek/deepseek-r1-0528-qwen3-8b
2a9043a0-68a,alta_consumo_anomalo,,False,False,False,es,urgente,jubilado,medio,limpio,reenvio_tercero,1.05,0.37,38,19999,google/gemma-4-e4b
1901911d-e06,cambio_domiciliacion,,False,False,False,es,desesperado,autónomo,medio,moderado,app_movil,0.68,0.35,53,27900,deepseek/deepseek-r1-0528-qwen3-8b
2722486c-785,factura_duplicada,,False,False,False,es,informal,abogado,medio,alto,respuesta_cadena,0.95,0.34,70,25411,google/gemma-4-e4b
bf49899d-086,bono_social,,False,False,False,en,agresivo,particular_enfadado,medio,moderado,webform,0.88,0.47,60,9746,deepseek/deepseek-r1-0528-qwen3-8b
768393ac-925,factura_error,oferta_comercial,True,False,False,en,agresivo,particular_enfadado,medio,leve,respuesta_cadena,0.87,0.3,64,90089,google/gemma-4-e4b
e40eb08a-4f3,cambio_titular,,False,False,False,es,formal,cliente_residencial,medio,moderado,email_directo,0.9,0.57,42,5280,deepseek/deepseek-r1-0528-qwen3-8b
2e6000eb-0b1,bono_social,,False,False,False,es,confuso,autónomo,corto,leve,respuesta_cadena,1.01,0.51,43,79746,google/gemma-4-e4b
dbaa7492-4f1,baja_contrato,,False,False,False,es,urgente,cliente_residencial,muy_corto,moderado,respuesta_cadena,0.92,0.47,34,19644,deepseek/deepseek-r1-0528-qwen3-8b
bc141e15-a44,consulta_eficiencia,respuesta_automatica,True,False,False,es,desesperado,autónomo,corto,leve,reenvio_tercero,0.76,0.51,69,32167,google/gemma-4-e4b
e93e5003-040,fraude_energetico,incidencia_apagón,True,False,False,es,confuso,cliente_empresarial,medio,alto,respuesta_cadena,0.76,0.5,50,22113,deepseek/deepseek-r1-0528-qwen3-8b
c04c406f-304,solicitud_nuevo_contrato,,False,False,False,es,urgente,jubilado,corto,limpio,reenvio_tercero,0.98,0.77,78,6684,google/gemma-4-e4b
429202bd-69b,averia_contador,,False,False,False,es,informal,autónomo,corto,limpio,email_directo,0.84,0.5,37,74582,deepseek/deepseek-r1-0528-qwen3-8b
80189bd0-f78,fuga_gas,spam_energia,True,False,False,es,desesperado,jubilado,largo,limpio,app_movil,0.93,0.74,73,10867,google/gemma-4-e4b
662b22e9-ff5,corte_suministro,,False,False,False,es,formal,jubilado,muy_largo,moderado,email_directo,0.8,0.71,33,1462,deepseek/deepseek-r1-0528-qwen3-8b
7880a3cb-397,contrato_empresarial,,False,False,False,es,desesperado,cliente_residencial,muy_largo,limpio,reenvio_tercero,0.95,0.51,52,35444,google/gemma-4-e4b
9725c9b7-015,consulta_tarifas_pvpc,,False,False,False,es,informal,particular_enfadado,corto,limpio,email_directo,0.82,0.32,66,55635,deepseek/deepseek-r1-0528-qwen3-8b
599957a5-325,corte_suministro,,False,False,False,es,informal,autónomo,corto,leve,reenvio_tercero,0.85,0.71,62,18999,google/gemma-4-e4b
1a91ef33-049,programa_fidelizacion,,False,False,False,es,confuso,autónomo,muy_largo,leve,email_directo,1.02,0.4,60,92164,deepseek/deepseek-r1-0528-qwen3-8b
cb8faae2-cee,cambio_titular,solicitud_cambio_tarifa,True,False,False,es,informal,cliente_residencial,largo,leve,reenvio_tercero,0.85,0.33,68,26197,google/gemma-4-e4b
33053de4-433,alta_consumo_anomalo,,False,False,False,en,confuso,cliente_residencial,corto,limpio,email_directo,0.74,0.72,37,94109,deepseek/deepseek-r1-0528-qwen3-8b
b6905cb4-aef,respuesta_automatica,newsletter,True,False,True,es,formal,abogado,medio,limpio,webform,0.86,0.62,45,22592,google/gemma-4-e4b
fb09f95a-9a7,programa_fidelizacion,,False,False,False,es,agresivo,jubilado,corto,limpio,reenvio_tercero,0.65,0.39,54,60184,deepseek/deepseek-r1-0528-qwen3-8b
c6051df4-31b,fraude_energetico,,False,True,False,es,confuso,cliente_residencial,largo,moderado,respuesta_cadena,0.76,0.44,55,10885,google/gemma-4-e4b
917db50d-5fd,bono_social,oferta_comercial,True,False,True,es,agresivo,particular_enfadado,largo,limpio,respuesta_cadena,0.89,0.66,75,39865,deepseek/deepseek-r1-0528-qwen3-8b
4cc7ab28-425,instalacion_solar,,False,False,False,es,agresivo,jubilado,medio,leve,reenvio_tercero,0.68,0.36,72,80483,google/gemma-4-e4b
7d7b21c7-49c,cambio_titular,programa_fidelizacion,True,False,False,es,urgente,cliente_empresarial,largo,limpio,email_directo,0.83,0.65,75,32593,deepseek/deepseek-r1-0528-qwen3-8b
ad00578a-224,alta_consumo_anomalo,,False,False,False,es,informal,abogado,corto,limpio,webform,0.89,0.52,43,25870,google/gemma-4-e4b
3f8e5ce8-1f9,alta_consumo_anomalo,,False,False,False,en,agresivo,cliente_residencial,muy_largo,limpio,reenvio_tercero,0.74,0.7,52,52980,deepseek/deepseek-r1-0528-qwen3-8b
c3d3fb97-d0c,cambio_titular,,False,False,False,es,desesperado,autónomo,corto,limpio,webform,0.74,0.61,68,31871,google/gemma-4-e4b
21a63749-b00,reclamacion_factura,,False,True,False,es,urgente,abogado,largo,leve,webform,0.92,0.77,75,84476,deepseek/deepseek-r1-0528-qwen3-8b
a3f15a2b-241,solicitud_aplazamiento,,False,False,False,es,confuso,autónomo,muy_corto,alto,respuesta_cadena,1.04,0.71,49,29407,google/gemma-4-e4b
a3cf7ff2-28b,cambio_titular,,False,False,False,es,informal,cliente_empresarial,corto,limpio,respuesta_cadena,0.77,0.46,72,23800,deepseek/deepseek-r1-0528-qwen3-8b
e308fab0-db7,fraude_energetico,,False,False,False,es,formal,abogado,corto,leve,app_movil,0.73,0.53,41,38187,google/gemma-4-e4b
9636c51f-b6f,consulta_lectura_contador,,False,False,False,es,agresivo,cliente_residencial,medio,limpio,webform,1.04,0.75,36,18081,deepseek/deepseek-r1-0528-qwen3-8b
f810eeb5-ad9,consulta_juridica,,False,False,False,es,confuso,jubilado,muy_corto,limpio,app_movil,0.98,0.37,62,59425,google/gemma-4-e4b
bcbe27d0-04c,solicitud_nuevo_contrato,,False,False,False,es,urgente,particular_enfadado,muy_largo,leve,respuesta_cadena,1.02,0.5,43,18234,deepseek/deepseek-r1-0528-qwen3-8b
00ca2cab-d8e,reclamacion_calidad,,False,False,False,es,técnico,cliente_empresarial,medio,moderado,email_directo,0.67,0.58,56,29268,google/gemma-4-e4b
4bbb39a4-d28,factura_duplicada,,False,False,False,es,confuso,cliente_empresarial,largo,moderado,respuesta_cadena,1.02,0.47,43,49714,deepseek/deepseek-r1-0528-qwen3-8b
6fac600c-3e7,factura_error,cambio_domiciliacion,True,False,False,en,agresivo,cliente_residencial,largo,limpio,respuesta_cadena,0.99,0.35,45,27171,google/gemma-4-e4b
06f05aa9-802,solicitud_nuevo_contrato,,False,False,False,en,informal,cliente_empresarial,muy_largo,limpio,webform,0.77,0.4,31,34973,deepseek/deepseek-r1-0528-qwen3-8b
20ee9d80-bd6,solicitud_cambio_tarifa,,False,True,False,es,formal,jubilado,muy_largo,alto,reenvio_tercero,0.9,0.51,62,20961,google/gemma-4-e4b
de901c0d-1e0,fuga_gas,,False,False,False,es,agresivo,particular_enfadado,medio,limpio,email_directo,0.72,0.72,57,93114,deepseek/deepseek-r1-0528-qwen3-8b
9a4af658-9a2,consulta_tarifas_pvpc,solicitud_cambio_tarifa,True,False,False,es,confuso,autónomo,muy_largo,alto,reenvio_tercero,0.82,0.57,50,53504,google/gemma-4-e4b
5c98c580-ec9,consulta_autoconsumo,denuncia_proveedor,True,False,True,es,cortés,jubilado,medio,leve,email_directo,0.89,0.44,60,40169,deepseek/deepseek-r1-0528-qwen3-8b
8dd31b64-f44,incidencia_apagón,,False,False,False,es,técnico,abogado,corto,alto,reenvio_tercero,0.69,0.38,50,21926,google/gemma-4-e4b
f004e2d9-efa,solicitud_nuevo_contrato,,False,False,False,es,formal,abogado,corto,moderado,email_directo,1.04,0.6,32,66742,deepseek/deepseek-r1-0528-qwen3-8b
1a2ad2af-c83,baja_contrato,,False,False,False,es,cortés,cliente_empresarial,medio,leve,respuesta_cadena,1.02,0.39,56,54871,google/gemma-4-e4b
6d201d7c-62f,contrato_empresarial,,False,False,False,es,urgente,particular_enfadado,largo,leve,respuesta_cadena,1.0,0.33,59,84169,deepseek/deepseek-r1-0528-qwen3-8b
9be8cf9c-7f6,spam_energia,,False,False,True,es,formal,particular_enfadado,medio,leve,webform,0.7,0.32,62,252,google/gemma-4-e4b
2a4e4ff5-779,cambio_domiciliacion,,False,False,False,es,confuso,jubilado,muy_largo,limpio,reenvio_tercero,0.92,0.63,40,82406,deepseek/deepseek-r1-0528-qwen3-8b
6115925a-590,solicitud_cambio_tarifa,,False,False,False,en,confuso,cliente_empresarial,medio,limpio,app_movil,1.01,0.73,47,76488,google/gemma-4-e4b
7d215c8d-d06,corte_suministro,,False,False,False,es,confuso,cliente_empresarial,largo,alto,reenvio_tercero,0.71,0.55,43,18382,deepseek/deepseek-r1-0528-qwen3-8b
8af2939c-e65,alta_consumo_anomalo,,False,False,False,es,confuso,abogado,corto,limpio,respuesta_cadena,0.91,0.43,56,51268,google/gemma-4-e4b
f2edc0a4-8e5,cambio_titular,,False,False,False,es,formal,cliente_residencial,corto,leve,reenvio_tercero,0.73,0.4,31,72560,deepseek/deepseek-r1-0528-qwen3-8b
c2068fe6-428,solicitud_cambio_tarifa,,False,False,False,es,desesperado,abogado,medio,leve,reenvio_tercero,0.93,0.43,32,64911,google/gemma-4-e4b
79ac9405-040,reclamacion_calidad,,False,False,True,es,urgente,jubilado,corto,limpio,email_directo,0.91,0.45,30,62818,deepseek/deepseek-r1-0528-qwen3-8b
74e8f675-250,fuga_gas,,False,False,False,es,confuso,particular_enfadado,medio,leve,reenvio_tercero,1.0,0.59,71,14792,google/gemma-4-e4b
19c783f5-c2c,cambio_titular,,False,False,False,es,agresivo,jubilado,largo,leve,reenvio_tercero,0.84,0.74,63,45707,deepseek/deepseek-r1-0528-qwen3-8b
b39a12a2-84c,averia_contador,,False,False,False,es,urgente,cliente_empresarial,corto,leve,webform,0.95,0.41,48,85541,google/gemma-4-e4b
127137bd-302,baja_contrato,,False,False,True,es,agresivo,abogado,medio,limpio,webform,0.73,0.47,40,82991,deepseek/deepseek-r1-0528-qwen3-8b
7aede382-1bb,reclamacion_factura,,False,False,False,es,informal,particular_enfadado,muy_largo,moderado,respuesta_cadena,0.91,0.59,69,11948,google/gemma-4-e4b
740f3b0a-8ab,programa_fidelizacion,,False,False,False,es,técnico,particular_enfadado,largo,leve,respuesta_cadena,1.0,0.51,77,36456,deepseek/deepseek-r1-0528-qwen3-8b
90c3bea7-d90,corte_suministro,,False,True,False,en,urgente,abogado,muy_largo,leve,respuesta_cadena,0.94,0.36,72,86572,google/gemma-4-e4b
19b7d858-dd9,bono_social,,False,False,False,es,urgente,jubilado,muy_largo,limpio,app_movil,1.0,0.38,75,6071,deepseek/deepseek-r1-0528-qwen3-8b
df859c71-13b,corte_suministro,incidencia_apagón,True,False,False,es,técnico,autónomo,medio,alto,respuesta_cadena,0.9,0.58,38,58908,google/gemma-4-e4b
9e074e45-113,solicitud_cambio_tarifa,,False,True,False,es,formal,autónomo,medio,moderado,reenvio_tercero,0.87,0.59,32,2067,deepseek/deepseek-r1-0528-qwen3-8b
aecfc01e-5df,consulta_juridica,,False,False,False,es,urgente,cliente_empresarial,medio,alto,webform,1.02,0.58,45,94669,google/gemma-4-e4b
c99ceb89-634,alta_consumo_anomalo,,False,False,False,es,formal,cliente_empresarial,largo,limpio,webform,0.78,0.69,71,63625,deepseek/deepseek-r1-0528-qwen3-8b
2cf2cbd3-1a6,corte_suministro,,False,False,True,es,confuso,particular_enfadado,muy_corto,moderado,reenvio_tercero,0.95,0.39,73,83760,google/gemma-4-e4b
58090361-58f,emergencia_gas,,False,False,False,es,confuso,jubilado,medio,leve,app_movil,0.93,0.52,63,46273,deepseek/deepseek-r1-0528-qwen3-8b
6ac73b01-7a0,baja_contrato,programa_fidelizacion,True,False,False,en,desesperado,particular_enfadado,corto,moderado,respuesta_cadena,0.98,0.52,57,2733,google/gemma-4-e4b
adfd1073-ce5,corte_suministro,,False,False,False,es,formal,particular_enfadado,largo,limpio,reenvio_tercero,0.85,0.4,50,76672,deepseek/deepseek-r1-0528-qwen3-8b
17074308-bf0,factura_error,,False,False,False,es,urgente,particular_enfadado,muy_largo,limpio,reenvio_tercero,0.85,0.64,62,97385,google/gemma-4-e4b
5c60e469-0c7,factura_error,,False,False,False,es,cortés,jubilado,corto,limpio,reenvio_tercero,0.66,0.45,41,89602,deepseek/deepseek-r1-0528-qwen3-8b
7d52463e-cf3,instalacion_solar,,False,False,False,es,confuso,autónomo,corto,limpio,email_directo,1.02,0.6,41,15458,google/gemma-4-e4b
ce83b4a5-5d1,solicitud_cambio_tarifa,,False,False,False,es,urgente,autónomo,muy_corto,limpio,respuesta_cadena,0.8,0.5,58,62923,deepseek/deepseek-r1-0528-qwen3-8b
a07ae200-bd6,cambio_domiciliacion,,False,False,False,es,informal,particular_enfadado,medio,leve,webform,0.87,0.42,52,11127,google/gemma-4-e4b
a439a61d-0ca,contrato_empresarial,,False,False,False,es,cortés,particular_enfadado,medio,limpio,reenvio_tercero,0.73,0.4,75,55361,deepseek/deepseek-r1-0528-qwen3-8b
68e45f9a-cac,corte_suministro,,False,False,False,es,urgente,cliente_empresarial,corto,alto,webform,0.9,0.54,36,39300,google/gemma-4-e4b
ea56feef-fbd,solicitud_nuevo_contrato,,False,True,True,es,urgente,autónomo,medio,leve,webform,0.79,0.42,35,18243,deepseek/deepseek-r1-0528-qwen3-8b
a7c23629-aca,corte_suministro,,False,False,False,en,informal,cliente_empresarial,largo,leve,app_movil,0.88,0.62,64,56048,google/gemma-4-e4b
6892552c-40d,averia_contador,,False,False,False,es,técnico,autónomo,largo,moderado,reenvio_tercero,0.94,0.6,75,56421,deepseek/deepseek-r1-0528-qwen3-8b
34a22687-1c3,solicitud_cambio_tarifa,,False,True,True,es,confuso,abogado,muy_corto,limpio,webform,0.89,0.68,58,52475,google/gemma-4-e4b
9f7b27f8-110,cambio_domiciliacion,,False,False,True,es,informal,cliente_empresarial,largo,limpio,respuesta_cadena,0.66,0.36,64,50825,deepseek/deepseek-r1-0528-qwen3-8b
ac47edbe-9ce,solicitud_nuevo_contrato,,False,False,False,en,cortés,abogado,medio,alto,webform,0.97,0.72,34,34421,google/gemma-4-e4b
f721c8a3-395,consulta_autoconsumo,,False,False,False,es,técnico,autónomo,medio,limpio,app_movil,0.87,0.55,33,60741,deepseek/deepseek-r1-0528-qwen3-8b
7bbe84dc-223,consulta_eficiencia,,False,False,False,en,urgente,cliente_residencial,medio,leve,app_movil,0.75,0.61,33,1071,google/gemma-4-e4b
fa727b3e-d70,consulta_lectura_contador,,False,False,False,es,cortés,abogado,medio,alto,reenvio_tercero,0.78,0.77,54,48965,deepseek/deepseek-r1-0528-qwen3-8b
d5f87fce-cf2,averia_contador,,False,True,False,es,técnico,abogado,muy_corto,moderado,respuesta_cadena,0.97,0.55,52,50363,google/gemma-4-e4b
1509cf07-269,alta_consumo_anomalo,,False,False,False,en,urgente,cliente_residencial,muy_largo,limpio,reenvio_tercero,1.02,0.72,32,57195,deepseek/deepseek-r1-0528-qwen3-8b
fab195e1-c52,solicitud_certificado,spam_energia,True,False,False,en,desesperado,autónomo,medio,leve,webform,0.98,0.46,79,92854,google/gemma-4-e4b
5a1a089f-fbc,averia_contador,,False,False,False,es,desesperado,particular_enfadado,medio,leve,reenvio_tercero,1.0,0.7,64,75436,deepseek/deepseek-r1-0528-qwen3-8b
30944223-3b6,fuga_gas,emergencia_gas,True,False,False,es,urgente,abogado,muy_corto,limpio,email_directo,0.85,0.75,56,77019,google/gemma-4-e4b
bd3c5340-096,consulta_eficiencia,,False,False,False,es,formal,jubilado,largo,limpio,respuesta_cadena,0.82,0.39,33,89148,deepseek/deepseek-r1-0528-qwen3-8b
2a651ddd-941,consulta_autoconsumo,,False,False,False,es,técnico,autónomo,corto,limpio,app_movil,0.98,0.54,30,94734,google/gemma-4-e4b
1b4a4b80-205,solicitud_cambio_tarifa,,False,False,False,es,informal,cliente_empresarial,muy_largo,moderado,reenvio_tercero,0.81,0.73,49,51930,deepseek/deepseek-r1-0528-qwen3-8b
b01c2aeb-3c9,corte_suministro,,False,False,False,es,desesperado,cliente_empresarial,corto,alto,email_directo,0.93,0.47,44,48863,google/gemma-4-e4b
502ba80c-5f2,consulta_autoconsumo,,False,False,True,es,agresivo,cliente_residencial,muy_largo,moderado,email_directo,0.9,0.63,35,85916,deepseek/deepseek-r1-0528-qwen3-8b
8e1cf6fb-f18,consulta_autoconsumo,,False,False,False,es,informal,abogado,largo,limpio,app_movil,0.71,0.35,46,83406,google/gemma-4-e4b
bd0244ef-798,incidencia_apagón,,False,True,False,es,urgente,jubilado,corto,leve,webform,0.77,0.44,78,59887,deepseek/deepseek-r1-0528-qwen3-8b
ec785416-4eb,programa_fidelizacion,phishing_energia,True,False,True,es,cortés,abogado,medio,limpio,email_directo,0.73,0.62,66,77409,google/gemma-4-e4b
b8d4319f-28a,denuncia_proveedor,,False,False,False,en,cortés,autónomo,muy_largo,limpio,app_movil,0.7,0.51,44,35456,deepseek/deepseek-r1-0528-qwen3-8b
5e98642d-749,spam_energia,,False,False,True,es,formal,particular_enfadado,muy_largo,leve,respuesta_cadena,0.82,0.62,66,20713,google/gemma-4-e4b
703613ef-b63,solicitud_aplazamiento,,False,True,False,es,informal,autónomo,corto,alto,app_movil,0.73,0.57,54,36706,deepseek/deepseek-r1-0528-qwen3-8b
2ec3d8ea-b26,factura_error,,False,False,False,es,urgente,cliente_empresarial,muy_largo,leve,app_movil,0.68,0.75,64,67351,google/gemma-4-e4b
41bb681e-ca6,cambio_titular,,False,True,False,es,técnico,particular_enfadado,corto,limpio,app_movil,0.73,0.36,41,76372,deepseek/deepseek-r1-0528-qwen3-8b
f0660025-966,fraude_energetico,,False,False,False,es,formal,abogado,muy_largo,alto,reenvio_tercero,0.9,0.6,31,47716,google/gemma-4-e4b
9140e38f-d78,fraude_energetico,,False,False,False,es,informal,abogado,medio,moderado,reenvio_tercero,0.97,0.52,58,48294,deepseek/deepseek-r1-0528-qwen3-8b
b34d1623-ede,alta_consumo_anomalo,,False,False,False,es,informal,autónomo,medio,limpio,email_directo,0.84,0.74,77,84193,google/gemma-4-e4b
a4de1488-379,fraude_energetico,vehiculo_electrico,True,False,False,es,técnico,abogado,corto,limpio,email_directo,0.89,0.71,35,77821,deepseek/deepseek-r1-0528-qwen3-8b
aece8589-1fe,solicitud_nuevo_contrato,,False,False,False,es,urgente,jubilado,medio,leve,respuesta_cadena,0.91,0.45,52,48769,google/gemma-4-e4b
26574794-7c6,solicitud_nuevo_contrato,,False,False,False,es,urgente,particular_enfadado,medio,limpio,reenvio_tercero,0.91,0.7,64,57182,deepseek/deepseek-r1-0528-qwen3-8b
fa971e19-99d,consulta_lectura_contador,,False,False,False,es,cortés,cliente_residencial,muy_corto,limpio,app_movil,1.04,0.58,75,62428,google/gemma-4-e4b
9b0a197c-900,cambio_titular,,False,False,False,en,técnico,abogado,medio,limpio,app_movil,0.89,0.44,38,4351,deepseek/deepseek-r1-0528-qwen3-8b
02ce9f70-215,instalacion_solar,,False,True,False,es,agresivo,abogado,corto,moderado,respuesta_cadena,0.87,0.34,72,45218,google/gemma-4-e4b
e40db16a-17c,consulta_tarifas_pvpc,,False,False,False,es,informal,abogado,corto,limpio,reenvio_tercero,1.0,0.38,77,48447,deepseek/deepseek-r1-0528-qwen3-8b
717c90bc-048,consulta_tarifas_pvpc,,False,False,False,es,urgente,cliente_empresarial,corto,limpio,email_directo,0.9,0.6,37,95085,google/gemma-4-e4b
4a539f25-082,solicitud_cambio_tarifa,,False,False,False,es,confuso,particular_enfadado,muy_corto,leve,respuesta_cadena,0.83,0.54,59,49460,deepseek/deepseek-r1-0528-qwen3-8b
46ff6bf2-385,fraude_energetico,incidencia_apagón,True,False,False,es,confuso,cliente_residencial,medio,leve,reenvio_tercero,0.95,0.36,49,298,google/gemma-4-e4b
9ab50826-307,solicitud_nuevo_contrato,,False,False,False,es,cortés,cliente_empresarial,corto,limpio,webform,0.74,0.73,75,70952,deepseek/deepseek-r1-0528-qwen3-8b
8b8dff40-68a,fuga_gas,,False,False,False,es,técnico,cliente_empresarial,medio,leve,email_directo,0.92,0.58,66,83032,google/gemma-4-e4b
a21d8e5e-caa,corte_suministro,,False,False,False,es,urgente,autónomo,corto,limpio,respuesta_cadena,0.96,0.76,34,79378,deepseek/deepseek-r1-0528-qwen3-8b
18e961c0-237,consulta_juridica,factura_error,True,False,False,es,formal,cliente_residencial,largo,limpio,webform,0.91,0.43,76,74655,google/gemma-4-e4b
0ed0b339-ad5,incidencia_apagón,,False,False,False,es,cortés,cliente_empresarial,corto,alto,respuesta_cadena,0.73,0.39,45,11907,deepseek/deepseek-r1-0528-qwen3-8b
e2ea2ec1-42e,cambio_titular,,False,False,False,es,desesperado,cliente_empresarial,corto,leve,app_movil,0.86,0.72,63,52414,google/gemma-4-e4b
0d717cb3-258,averia_contador,,False,False,False,es,urgente,jubilado,corto,limpio,app_movil,0.97,0.66,57,61838,deepseek/deepseek-r1-0528-qwen3-8b
edac7ca4-fd1,baja_contrato,,False,False,False,es,informal,jubilado,muy_largo,leve,webform,0.81,0.4,47,89993,google/gemma-4-e4b
e9562039-91d,programa_fidelizacion,,False,False,False,es,confuso,particular_enfadado,corto,limpio,respuesta_cadena,1.02,0.47,59,69917,deepseek/deepseek-r1-0528-qwen3-8b
ef7fac57-991,fuga_gas,,False,False,False,es,urgente,cliente_empresarial,medio,alto,app_movil,0.67,0.45,75,58055,google/gemma-4-e4b
19dcf3f0-847,programa_fidelizacion,,False,False,False,es,técnico,cliente_residencial,muy_largo,moderado,webform,0.92,0.64,70,83844,deepseek/deepseek-r1-0528-qwen3-8b
1a8e8fe6-49e,vehiculo_electrico,,False,False,False,es,agresivo,autónomo,muy_largo,limpio,reenvio_tercero,0.74,0.4,78,34603,google/gemma-4-e4b
3dcc70b7-47e,reclamacion_factura,,False,False,False,es,agresivo,cliente_empresarial,corto,alto,reenvio_tercero,0.91,0.34,30,49731,deepseek/deepseek-r1-0528-qwen3-8b
39c3784f-0c1,fuga_gas,,False,False,False,es,cortés,abogado,corto,moderado,reenvio_tercero,1.03,0.69,57,88596,google/gemma-4-e4b
0a924f1d-ed7,cambio_titular,,False,False,False,es,informal,autónomo,largo,limpio,app_movil,0.88,0.31,65,4058,deepseek/deepseek-r1-0528-qwen3-8b
ebcc2319-a09,emergencia_gas,,False,False,False,en,cortés,cliente_residencial,muy_largo,limpio,reenvio_tercero,0.82,0.59,45,75351,google/gemma-4-e4b
4342edf4-4db,reclamacion_factura,solicitud_certificado,True,False,False,en,urgente,autónomo,largo,leve,email_directo,0.99,0.45,57,7772,deepseek/deepseek-r1-0528-qwen3-8b
e66e742b-0c5,cambio_domiciliacion,,False,False,False,es,técnico,cliente_residencial,muy_corto,limpio,app_movil,0.84,0.5,70,23073,google/gemma-4-e4b
c0ba92a6-6db,factura_error,,False,False,False,es,formal,particular_enfadado,corto,limpio,reenvio_tercero,0.88,0.33,77,42874,deepseek/deepseek-r1-0528-qwen3-8b
85164ac5-ed1,solicitud_cambio_tarifa,,False,True,False,es,urgente,autónomo,largo,moderado,respuesta_cadena,0.77,0.38,43,29210,google/gemma-4-e4b
c39d5871-977,averia_contador,denuncia_proveedor,True,False,False,es,técnico,autónomo,medio,leve,app_movil,0.87,0.54,70,72306,deepseek/deepseek-r1-0528-qwen3-8b
0ce3a9e2-8a2,oferta_comercial,,False,False,True,en,formal,abogado,corto,moderado,reenvio_tercero,0.94,0.48,53,41341,google/gemma-4-e4b
74a9ca3d-0be,consulta_autoconsumo,,False,False,False,es,urgente,jubilado,medio,moderado,app_movil,0.85,0.52,45,94736,deepseek/deepseek-r1-0528-qwen3-8b
63c79bcc-162,baja_contrato,,False,False,False,es,agresivo,cliente_empresarial,medio,limpio,webform,0.73,0.3,51,69990,google/gemma-4-e4b
50f1b769-a7c,cambio_titular,fraude_energetico,True,False,False,en,informal,abogado,medio,limpio,app_movil,0.66,0.75,30,37456,deepseek/deepseek-r1-0528-qwen3-8b
e6127ea3-b62,reclamacion_factura,,False,False,False,es,formal,jubilado,corto,leve,respuesta_cadena,0.74,0.55,42,9229,google/gemma-4-e4b
9b9c7e39-bb3,contrato_empresarial,,False,False,False,es,informal,particular_enfadado,corto,leve,respuesta_cadena,0.99,0.51,57,63981,deepseek/deepseek-r1-0528-qwen3-8b
d556486b-35d,respuesta_automatica,,False,True,True,es,técnico,abogado,corto,limpio,respuesta_cadena,1.03,0.72,67,2195,google/gemma-4-e4b
dd5a2bda-7ea,bono_social,,False,True,False,es,cortés,particular_enfadado,medio,limpio,respuesta_cadena,0.87,0.33,55,71785,deepseek/deepseek-r1-0528-qwen3-8b
b947fd53-a41,bono_social,,False,False,False,es,informal,cliente_empresarial,medio,leve,email_directo,0.98,0.51,68,6930,google/gemma-4-e4b
0767f493-879,alta_consumo_anomalo,,False,True,False,en,desesperado,cliente_residencial,corto,leve,webform,0.67,0.58,73,7266,deepseek/deepseek-r1-0528-qwen3-8b
1c54d25e-17c,solicitud_cambio_tarifa,,False,False,False,es,confuso,cliente_empresarial,largo,moderado,reenvio_tercero,0.99,0.43,56,68152,google/gemma-4-e4b
251b7478-bb6,fraude_energetico,,False,False,False,es,técnico,autónomo,largo,alto,email_directo,0.76,0.42,34,52175,deepseek/deepseek-r1-0528-qwen3-8b
85f18537-ebf,fuga_gas,,False,False,False,es,agresivo,cliente_residencial,medio,limpio,email_directo,0.72,0.38,72,93841,google/gemma-4-e4b
885155de-579,alta_consumo_anomalo,,False,False,False,es,agresivo,jubilado,medio,leve,email_directo,0.76,0.64,59,7836,deepseek/deepseek-r1-0528-qwen3-8b
8ba15c5e-b08,solicitud_aplazamiento,,False,False,False,es,desesperado,abogado,corto,limpio,webform,0.85,0.62,49,30932,google/gemma-4-e4b
ef3330fe-cb7,alta_consumo_anomalo,,False,False,True,es,desesperado,cliente_residencial,corto,alto,respuesta_cadena,0.89,0.5,79,46838,deepseek/deepseek-r1-0528-qwen3-8b
